chroma_stft,chroma_cens,melspectogram,rms,centroid,bandwidth,contrast,flatness,rolloff,crossing_rate,tempogram,fourier_tempogram,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,Label
0.5296135926355645,0.9704915524817036,0.1063785374415692,0.14915080141648857,0.30355077404747927,0.585431603496214,0.2701733284394823,4.040603991047855e-05,0.4003779370342638,0.1623441956785057,0.4191189417350222,0.8038422649140546,0.5512326187714213,0.4223020620015009,0.6464971515846714,0.4184497687454884,0.5533577068178592,0.6161910099774042,0.436548870607552,0.5926133601605524,0.5404811057502041,0.7094520264143718,0.5571733157630465,0.5064938004979205,0.4865375689943244,0.5464125535209203,0.5442384560916566,0.3017227385211822,0.3556782154527393,0.2453189794309593,0.229138900645654,0.4571600281535411,0.3871451225184499,0.6132836514240773,0.3348199688471301,0.3874771282963444,0.4419149569358538,0
0.1874208052634126,0.7480832522870935,0.1362951305899916,0.37032915361906965,0.23951227309726256,0.2740112557414025,0.6170307563118089,8.819639974377623e-06,0.2517488501444005,0.1815633180947916,0.9299158187147564,0.6228513650151669,0.7004689641476568,0.6864770898402139,0.4154733853596148,0.3174309113966055,0.4225945572405987,0.5139777801443601,0.6167514706950126,0.6955127573551212,0.5886462732126551,0.6075589057225755,0.5360911339726272,0.8420583976627716,0.8307846337284828,0.9337246275956956,0.7577312544301972,0.330608996140677,0.4510293715947171,0.361987540361072,0.2758705963974637,0.3227276917087532,0.3195046783314063,0.6687662830401357,0.557926974617403,0.5478878156918291,0.4018311975979608,0
0.6660194462684432,0.8917252699692473,0.2057512004911396,0.44263808648672687,0.21036657344311874,0.4231465105749846,0.3023545160458538,8.348467908992543e-06,0.3245908653331907,0.1114220685343649,0.9075392910966608,0.4034378159757331,0.8223678684533253,0.8909136505720526,0.4492395919578643,0.6885324644339632,0.5781170626655981,0.5360061110634218,0.5856704382777946,0.3834240431190496,0.5099853680375669,0.6925647707273046,0.4188948197582518,0.4022595442814658,0.5850377694050944,0.5817625794817541,0.482281253291137,0.3817831705195299,0.2496256341910846,0.2670468051888072,0.4159541620018951,0.391632788505662,0.4648613885551021,0.6519468057975943,0.2888134200762507,0.4478205629442478,0.5471012714049173,0
0.249198854923496,0.9589452034699382,0.1612698930721303,0.4121639760823277,0.18209395545617696,0.2816799426691772,0.5194495405207809,1.3807187586038567e-05,0.1757906371447926,0.1697436799124761,0.9893120580588473,0.8149646107178969,0.745319667418392,0.8700420480942449,0.5135283413069547,0.4411359966582878,0.4186357113468282,0.6834821213663509,0.6618836328136508,0.6760728391794609,0.6818836034057261,0.5245069042866535,0.596404879972275,0.8179484289409249,0.7340950241082863,0.6568039906009028,0.371936441560983,0.2941789541335743,0.3141527105444678,0.2731024673688694,0.1686464847413421,0.0824538583047739,0.1934948894232668,0.4472059645803617,0.2351156449945327,0.3188998518240232,0.3143751370739345,0
0.1795252666356858,0.8256916083779462,0.111383874093867,0.33733453210743597,0.2725511329876332,0.3229396181561111,0.601472189017467,2.075015764950667e-05,0.3022426640995472,0.194310944398859,0.9600022980403116,0.9009100101112235,0.6861274278783799,0.6278511204964121,0.3845797743950872,0.3309610649369986,0.3395826734761769,0.3886799635151473,0.6169397507136596,0.6969690979312382,0.6196563867460351,0.5986096270694123,0.3924986210365345,0.8032388188721973,0.8254558347738774,0.8235998572344133,0.6045988248633314,0.3034449295218294,0.4922627288067255,0.2811635674562485,0.2467294820217476,0.4906612021779221,0.306030975207452,0.5371922923456244,0.2624920288921503,0.6605647110744024,0.7390558524402545,0
0.8004343697532832,0.7665229855083695,0.1682449615319958,0.4394078833897928,0.33911945571232116,0.9066309380904196,0.2753801380564595,5.4338588033797965e-05,0.7149356437408635,0.1239840972140818,0.9966964779090048,0.07785642062689586,0.8302716289432427,0.7211182100168828,0.5861511578756524,0.7568746860475133,0.3007777543478386,0.917020573621402,0.5086715297492151,0.3757769960079525,0.8578231374433036,0.4005535496970459,0.7810726970380809,0.5114307068383993,0.4925553382623283,0.8462322325826159,0.3571358947373924,0.4803326807773438,0.3621263095247131,0.3656025060834431,0.4049679137353857,0.4116338371176056,0.6557794786991288,0.5162367136817572,0.5493052981242891,0.4836100918337829,0.4397445425851935,0
0.3080298321973869,0.9364692847168484,0.0649025959468132,0.24483137495608204,0.3973214038297825,0.5745570486925174,0.4915607701083453,2.7980365320024587e-05,0.5128962099333262,0.2633141874731373,0.9407082048876484,0.6885743174924166,0.776428907949325,0.6231113052724877,0.3649843750929321,0.5705159454197175,0.3289124643394333,0.4645254274409933,0.5573460450768268,0.4201896644373961,0.403019342733997,0.4333621373452628,0.6146998792173837,0.4866266097365148,0.4880839400686209,0.6656989163983514,0.4950370656726094,0.3430620321519986,0.2632013942938953,0.293851357155597,0.3226566096980526,0.4153789826481034,0.4698063477308218,0.5196522167504728,0.5010305954587506,0.5248055339149432,0.3910382147832414,0
0.4318473003775048,0.9178471602026704,0.0739646483726725,0.2942301531447992,0.4558957898149238,0.6693859717893033,0.377314190405011,2.307000232224571e-05,0.5982386708025813,0.2842769507287147,0.8377197977186301,0.7259858442871587,0.8428554171590373,0.7603010623275446,0.2209579051447033,0.7296000439057075,0.240458975173485,0.7558342269265228,0.7839998488166386,0.434947097581384,0.8242144560678528,0.4680081617347841,0.5538858640017478,0.2484118345272292,0.5612757401236594,0.9672550074811854,0.291002152637055,0.4540394173638207,0.4531055936034047,0.2886333141312332,0.2366432573534596,0.4584737068171851,0.6031387942193824,0.4416499202796194,0.502220082206804,0.4122529004663889,0.2889493163317216,0
0.3939081219352039,0.9260942401372771,0.0335737763133159,0.19073444591903344,0.4931099058962173,0.7348081809783863,0.3882934576723473,5.125993941341249e-05,0.6318608050771918,0.3263294650881101,0.8835834988660831,0.41759352881698686,0.7929539021414347,0.6360226598446241,0.3128168947935229,0.6801815938025875,0.3143820526894001,0.7517345290294213,0.7568576943194957,0.4492267793208743,0.4981214611097428,0.4137003408865791,0.8946459223571368,0.3878010916867581,0.5504476203857064,0.8846083814540051,0.2454496412147087,0.4625652246280974,0.3216430457603318,0.3586797524060553,0.5821783296717391,0.3241867884201334,0.5736568644417787,0.6375753196146404,0.4940742444360858,0.4553691010021768,0.3732899628248186,0
0.7518855376736828,0.9099934070249792,0.1532691425453563,0.4026206453243108,0.27845637785651034,0.6880357041012357,0.2464779821957994,2.1353951587634367e-05,0.4440189681605876,0.1266117688430431,0.9636548721059996,0.17593528816986856,0.8154003587749504,0.7973144532719142,0.5483890071697988,0.7128552404942747,0.3809530529369405,0.8193466158365947,0.4978511280180538,0.4465046941948899,0.7344459598811969,0.4227460327420198,0.7553343868452176,0.4238715709565052,0.5529783177309088,0.7967901691963633,0.2962515395985877,0.4589831627812397,0.3247007228757421,0.3587671003667809,0.4115717833966998,0.3859311646361743,0.6327773435992232,0.5018834537129204,0.4649224577102382,0.4943842832816087,0.4355360970706388,0
0.8867390415747711,0.8956729751933936,0.1233596196052885,0.42003405856293397,0.12394930415516077,0.5123427023502164,0.2911369113516391,1.8386225220674628e-06,0.149534709594609,0.0263499785097488,0.9310279408173444,0.3468149646107179,0.6718838427053452,0.6667027090115984,0.7850027061842719,0.6122290810774278,0.4394131925759597,0.7513378429395215,0.6636303719702,0.5790575659488134,0.6299913543067308,0.6790608603540171,0.6920636077458716,0.6357418335756075,0.5982012023747243,0.7531148635904478,0.627255510577201,0.4338772391267067,0.4846994111915069,0.4442934726604742,0.4286813501664332,0.5783538216116649,0.628231123910205,0.6659911398185757,0.5512795400355164,0.5672506390014029,0.5182550839374612,0
0.1175154066898901,0.5096184253617941,0.2425620803757232,0.4837598364416123,0.26515463820363666,0.411696116114815,0.7126760186559613,1.3822375297124668e-05,0.2972082575676543,0.1790675184620795,0.3775686117447675,0.08190091001011122,0.7426474903511088,0.6637437426326245,0.426867292784117,0.5508060330710595,0.4796116844447332,0.6865134179455946,0.4640077771533814,0.3981384749040993,0.5105556052641369,0.2567672270092774,0.3752546793255847,0.2742706446353893,0.2232450872954554,0.46977649569638,0.5371678775872538,0.6564847701687984,0.7787564615217482,0.626313698795953,0.6373492584510086,0.7850138618411386,0.8648354532724163,0.6881209816496502,0.2893435011760014,0.5649659396550853,0.5632782349033864,0
0.4567920931303523,0.9454096370022528,0.0483426011706152,0.20736856825409644,0.17365538131328767,0.4832083249191337,0.3269538156015814,1.8892675053849528e-05,0.2173494491389453,0.0912700738483177,0.6936258634114203,0.5763397371081901,0.6463089168373637,0.80862130949608,0.6554259640691741,0.6226779076796114,0.4184623590947345,0.770040235432322,0.431819721352764,0.358941133816741,0.7092809230410182,0.6497523440916199,0.6947543379088138,0.4640922847411732,0.4584827131149699,0.7335390043992004,0.4938957670282031,0.4258435864572754,0.3728532453400091,0.3098068720002261,0.3164960624188127,0.3641739762988218,0.4645151925096471,0.5097300297892938,0.4198393024657509,0.5337033308730916,0.4582717124183841,0
0.6408215660924403,0.9046795552539986,0.0333665116923665,0.056873963663133784,0.29610679121965316,0.4465667005856173,0.1304203164797597,5.097369594797667e-05,0.3640318037579776,0.2020572031414838,0.0848606204884996,0.6895854398382204,0.38872396030732087,0.3574665633613135,0.6186417600636932,0.3624928939069906,0.5128941042517381,0.6107789783966512,0.4249915179102475,0.4629213800143867,0.3469283260094323,0.5968735194217797,0.5081115434897484,0.5167227014204236,0.545205372439472,0.6018956964580321,0.6028424827254983,0.287289430238849,0.3894256217508638,0.3642264300215154,0.3856673540992505,0.5806739267764195,0.4401341630033643,0.6546214085054184,0.4409645348012904,0.5308357491175123,0.5372571255360443,0
0.5329056176399081,0.9069315645219134,0.082338485084145,0.31904240094545183,0.4284013394077148,0.6111854336012665,0.3793854822056752,4.818295614930217e-05,0.5319142867329838,0.3063337631383581,0.9846383845134046,0.20020222446916078,0.8767385097569257,0.7191824056742272,0.2663965746413613,0.6578245280962227,0.3863281609321545,0.6964941751307221,0.6631769484048691,0.4336357942436587,0.4959328630679537,0.5386042391621062,0.9673209427735168,0.2367808973621844,0.394177457528405,0.8817104298263332,0.3166641987028905,0.4940043846771765,0.3560495570721573,0.3413779320624016,0.5571332322733802,0.3379915790866118,0.5562802250423511,0.6055900168963056,0.4773170691442219,0.509516382683716,0.4257435017702296,0
0.8304756314525612,0.8867692468676747,0.1220292210850482,0.3343298837243304,0.17894802161003226,0.6001464006433306,0.2895474625011018,1.037620824570911e-05,0.2947124469640247,0.0495154925174852,0.8332988255645313,0.7451971688574318,0.6528973241650093,0.6034751268553603,0.6712348793620172,0.7050874315593108,0.6476363744735152,0.8727500169430342,0.6520881442679213,0.5708287545981433,0.6901507134789386,0.6985038318921728,0.67968308574422,0.5864181129512297,0.6462585850666277,0.8032139633403328,0.6398752266916538,0.4758346336669514,0.4413505449843636,0.3729159953198309,0.2984644194412926,0.3980948416047562,0.4362192613619103,0.4795853057496534,0.3175983966500953,0.3516908003458349,0.4242823081731751,0
0.7463751787433424,0.9060145747464884,0.0588501964820343,0.23491783220924634,0.4534908180793662,0.8485875066611562,0.3458565277998131,1.9764214322380975e-05,0.685734659678397,0.2750263743992499,0.8264325374071881,0.3276036400404449,0.8120381213299622,0.7215217188592187,0.3805800360920278,0.7675490833032033,0.3470257035058961,0.8209725555332701,0.5474764551092226,0.447870106396122,0.7052087237534415,0.3100373280270814,0.8031232271490957,0.2514762729934885,0.4607244988859887,0.8047974314518044,0.2481454792754531,0.4864201965923914,0.2454399567181983,0.3459391795114889,0.3574947172190393,0.2580833135206793,0.6366991119530598,0.4453082603757584,0.4719711570520269,0.407168841398269,0.3990429414031969,0
